james madison, date of birth, placed, , 1751
federalist, followed by, entered, by, placed, , republican
republican, follows, placed, , federalist
republican, follows, placed, , federalist
federalist, followed by, entered, by, placed, , republican
federalist, followed by, entered, by, placed, , republican
republican, follows, placed, , federalist
republican, follows, placed, , federalist
federalist, followed by, entered, by, placed, , republican
federalist, followed by, entered, by, placed, , republican
republican, follows, placed, , federalist
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
national bank, country, placed, , great britain
its national bank, country, placed, , great britain
great britain, owner of, placed, , national bank
national bank, owned by, entered, by, placed, , great britain
american revolution, country, placed, , united states
american revolution, location, placed, , united states
american revolution, participant, placed, , united states
american revolution, country, placed, , united states
american revolution, location, placed, , united states
american revolution, participant, placed, , united states
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
federal government, participant in, placed, , constitutional convention
federal government, participant in, placed, , constitutional convention
constitutional convention, participant, placed, , federal government
constitutional convention, main subject, placed, , federal government
war between france and great britain, start time, placed, , 1793
war between france and great britain, point in time, placed, , 1793
the war between france and great britain, start time, placed, , 1793
war between france and great britain, start time, placed, , 1793
war between france and great britain, point in time, placed, , 1793
the war between france and great britain, start time, placed, , 1793
war between france and great britain, start time, placed, , 1793
war between france and great britain, point in time, placed, , 1793
the war between france and great britain, start time, placed, , 1793
war between france and great britain, start time, placed, , 1793
war between france and great britain, point in time, placed, , 1793
the war between france and great britain, start time, placed, , 1793
war between france and great britain, start time, placed, , 1793
war between france and great britain, point in time, placed, , 1793
the war between france and great britain, start time, placed, , 1793
war between france and great britain, start time, placed, , 1793
war between france and great britain, point in time, placed, , 1793
the war between france and great britain, start time, placed, , 1793
war between france and great britain, start time, placed, , 1793
war between france and great britain, point in time, placed, , 1793
the war between france and great britain, start time, placed, , 1793
war between france and great britain, start time, placed, , 1793
war between france and great britain, point in time, placed, , 1793
the war between france and great britain, start time, placed, , 1793
war between france and great britain, start time, placed, , 1793
war between france and great britain, point in time, placed, , 1793
the war between france and great britain, start time, placed, , 1793
war between france and great britain, start time, placed, , 1793
war between france and great britain, point in time, placed, , 1793
the war between france and great britain, start time, placed, , 1793
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
republicans, country, placed, , france
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
republicans, country, placed, , france
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
republicans, country, placed, , france
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
republicans, country, placed, , france
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
republicans, country, placed, , france
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
republicans, country, placed, , france
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
republicans, country, placed, , france
federalists, opposite of, placed, , republicans
republicans, opposite of, placed, , federalists
federalists, opposite of, placed, , republicans
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
Dolley madison, member of, placed, , congress
Dolley madison madison, member of, placed, , congress
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
ambrose, date of death, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
dolley payne madison, place of birth, placed, , philadelphia
dolley payne madison, date of birth, placed, , 1794
1822 election, point in time, placed, , 1822
1848 general election, point in time, placed, , 1848
1822 election, point in time, placed, , 1822
1848 general election, point in time, placed, , 1848
1822 election, point in time, placed, , 1822
1848 general election, point in time, placed, , 1848
1822 election, point in time, placed, , 1822
1848 general election, point in time, placed, , 1848
1822 election, point in time, placed, , 1822
1848 general election, point in time, placed, , 1848
Montpelier, located on terrain feature, placed, , virginia
Montpelier, instance of, placed, , virginia plantation
Montpelier, located in the administrative territorial entity, placed, , virginia
Montpelier, located on terrain feature, placed, , virginia
Montpelier, instance of, placed, , virginia plantation
Montpelier, located in the administrative territorial entity, placed, , virginia
Montpelier, located on terrain feature, placed, , virginia
Montpelier, instance of, placed, , virginia plantation
Montpelier, located in the administrative territorial entity, placed, , virginia
Montpelier, located on terrain feature, placed, , virginia
Montpelier, instance of, placed, , virginia plantation
Montpelier, located in the administrative territorial entity, placed, , virginia
Montpelier, located on terrain feature, placed, , virginia
Montpelier, instance of, placed, , virginia plantation
Montpelier, located in the administrative territorial entity, placed, , virginia
Montpelier, located on terrain feature, placed, , virginia
Montpelier, instance of, placed, , virginia plantation
Montpelier, located in the administrative territorial entity, placed, , virginia
Montpelier, located on terrain feature, placed, , virginia
Montpelier, instance of, placed, , virginia plantation
Montpelier, located in the administrative territorial entity, placed, , virginia
Montpelier, instance of, placed, , virginia plantation
Montpelier, instance of, placed, , virginia plantation
Montpelier, located on terrain feature, placed, , virginia
Montpelier, instance of, placed, , virginia plantation
Montpelier, located in the administrative territorial entity, placed, , virginia
Montpelier, located on terrain feature, placed, , virginia
Montpelier, instance of, placed, , virginia plantation
Montpelier, located in the administrative territorial entity, placed, , virginia
john adams, position held, placed, , presidency
alien and sedition acts, publication date, placed, , 1798
alien and sedition acts, point in time, placed, , 1798
alien and sedition acts, publication date, placed, , 1798
alien and sedition acts, point in time, placed, , 1798
alien and sedition acts, publication date, placed, , 1798
alien and sedition acts, point in time, placed, , 1798
alien and sedition acts, publication date, placed, , 1798
alien and sedition acts, point in time, placed, , 1798
alien and sedition acts, publication date, placed, , 1798
alien and sedition acts, point in time, placed, , 1798
john adams, position held, placed, , presidency
alien bill, instance of, placed, , bill
alien bill, main subject, placed, , monster
alien bill, instance of, placed, , draft
alien bill, instance of, placed, , draft
alien bill, instance of, placed, , bill
alien bill, main subject, placed, , monster
alien bill, instance of, placed, , draft
alien bill, main subject, placed, , monster
alien bill, instance of, placed, , bill
alien bill, main subject, placed, , monster
alien bill, instance of, placed, , draft
virginia resolutions, point in time, placed, , december 1798
virginia resolution, point in time, placed, , december 1798
virginia resolution, publication date, placed, , december 1798
virginia resolutions, point in time, placed, , december 1798
virginia resolution, point in time, placed, , december 1798
virginia resolution, publication date, placed, , december 1798
virginia resolutions, point in time, placed, , december 1798
virginia resolution, point in time, placed, , december 1798
virginia resolution, publication date, placed, , december 1798
virginia resolutions, point in time, placed, , december 1798
virginia resolution, point in time, placed, , december 1798
virginia resolution, publication date, placed, , december 1798
virginia resolutions, point in time, placed, , december 1798
virginia resolution, point in time, placed, , december 1798
virginia resolution, publication date, placed, , december 1798
virginia resolutions, point in time, placed, , december 1798
virginia resolution, point in time, placed, , december 1798
virginia resolution, publication date, placed, , december 1798
virginia resolutions, point in time, placed, , december 1798
virginia resolution, point in time, placed, , december 1798
virginia resolution, publication date, placed, , december 1798
virginia resolutions, point in time, placed, , december 1798
virginia resolutions, point in time, placed, , december 1798
virginia resolutions, point in time, placed, , december 1798
virginia resolution, point in time, placed, , december 1798
virginia resolution, publication date, placed, , december 1798
virginia resolutions, point in time, placed, , december 1798
virginia resolution, point in time, placed, , december 1798
virginia resolution, publication date, placed, , december 1798
kentucky, instance of, placed, , state legislatures
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
jefferson, member of political party, placed, , republicans
republicans, chairperson, placed, , jefferson
election, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
election to the virginia assembly in 1799, point in time, placed, , 1799
revolution of 1800, point in time, placed, , 1800
revolution of 1800, start time, placed, , 1800
his fellow virginian, position held, placed, , presidency
his fellow virginian, position held, placed, , presidency
his fellow virginian, position held, placed, , presidency
his fellow virginian, position held, placed, , presidency
his fellow virginian, position held, placed, , presidency
his fellow virginian, position held, placed, , presidency
his fellow virginian, position held, placed, , presidency
jefferson, position held, placed, , presidency
new order, chairperson, placed, , jefferson
jefferson, position held, placed, , presidency
new order, chairperson, placed, , jefferson
jefferson, position held, placed, , presidency
new order, chairperson, placed, , jefferson
jefferson, position held, placed, , presidency
new order, chairperson, placed, , jefferson
jefferson, position held, placed, , presidency
new order, chairperson, placed, , jefferson
jefferson, position held, placed, , presidency
new order, chairperson, placed, , jefferson
his fellow virginian, position held, placed, , presidency
his fellow virginian, position held, placed, , presidency
jefferson, position held, placed, , presidency
new order, chairperson, placed, , jefferson
states and territories, part of, placed, , federal government
american foreign policy, participant, placed, , federal government
states and territories, part of, placed, , federal government
american foreign policy, participant, placed, , federal government
american foreign policy, participant, placed, , federal government
american foreign policy, participant, placed, , federal government
states and territories, part of, placed, , federal government
american foreign policy, participant, placed, , federal government
american foreign policy, participant, placed, , federal government
states and territories, part of, placed, , federal government
american foreign policy, participant, placed, , federal government
consuls, field of this occupation, placed, , foreign policy
consul, field of this occupation, placed, , foreign policy
consul, field of work, placed, , foreign policy
consuls, field of this occupation, placed, , foreign policy
consul, field of this occupation, placed, , foreign policy
consul, field of work, placed, , foreign policy
consuls, field of this occupation, placed, , foreign policy
france, contains administrative territorial entity, placed, , louisiana
france, shares border with, placed, , louisiana
louisiana, country, placed, , france
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , france
france, diplomatic relation, placed, , great britain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , france
france, diplomatic relation, placed, , great britain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , france
france, diplomatic relation, placed, , great britain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , france
france, diplomatic relation, placed, , great britain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , france
france, diplomatic relation, placed, , great britain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , france
france, diplomatic relation, placed, , great britain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , france
france, diplomatic relation, placed, , great britain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , france
france, diplomatic relation, placed, , great britain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , france
france, diplomatic relation, placed, , great britain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , france
france, diplomatic relation, placed, , great britain
milan decree, author, placed, , napoleon
milan decree, author, placed, , Napoleon
milan decree, author, placed, , Napoleon's
milan decree, author, placed, , napoleon
milan decree, author, placed, , napoleon
economic coercion, opposite of, placed, , war
economic coercion, subclass of, placed, , war
economic coercion, different from, placed, , war
embargo, point in time, placed, , 1807
embargo, inception, placed, , 1807
embargo that was enacted in 1807, point in time, placed, , 1807
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
